Lot,Wafer,Mask,TestSite,Name,Date,Script ID,Operator,Row,Column,ErrorFlag,ErrorDescription,Analysis Wavelength,Rsq of Ref. spectrum (Nth),Max transmission of Ref. spec. (dB),Rsq of IV,I at -1V [A],I at 1V [A]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 23:09:16 2019, Mon Jun 03 23:10:19 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,-1,-3,[0],No Error,"[1293.3, 1293.3]",[0.9993192334250443],[-5.5],[0.997061128028767],[-2.998289e-07],[0.002944735]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Tue Jun 04 00:33:52 2019, Tue Jun 04 00:34:55 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,-1,3,[0],No Error,"[1301.0, 1301.0]",[0.9990406411065621],[-6.5],[0.995492481178552],[-2.330585e-07],[0.004511872]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 23:51:33 2019, Mon Jun 03 23:52:36 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,-3,-3,[0],No Error,"[1292.0, 1292.0]",[0.9987696149299934],[-6.6],[0.998083123699765],[-2.549133e-07],[0.00192262]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 23:34:39 2019, Mon Jun 03 23:35:43 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,-3,0,[0],No Error,"[1298.8, 1298.8]",[0.9990775854826334],[-5.3],[0.9965116350795638],[-2.656578e-07],[0.003493654]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Tue Jun 04 00:42:19 2019, Tue Jun 04 00:43:22 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,-3,2,[0],No Error,"[1295.5, 1295.5]",[0.999126849912242],[-6.5],[0.9956686784704016],[-2.258531e-07],[0.004335667]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 23:43:07 2019, Mon Jun 03 23:44:10 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,-4,-1,[0],No Error,"[1294.8, 1294.8]",[0.9988188553006057],[-6.8],[0.9977311756590233],[-2.633351e-07],[0.00227457]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Tue Jun 04 00:00:00 2019, Tue Jun 04 00:01:03 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,0,-4,[0],No Error,"[1297.4, 1297.4]",[0.9992198626776753],[-6.0],[0.9978604343116555],[-2.544434e-07],[0.002145134]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 22:52:23 2019, Mon Jun 03 22:53:26 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,0,0,[0],No Error,"[1298.8, 1298.8]",[0.99829428980361],[-5.6],[0.9948174559549785],[-3.055918e-07],[0.005187034]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 23:26:10 2019, Mon Jun 03 23:27:13 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,0,2,[0],No Error,"[1296.1, 1296.1]",[0.9989324945648942],[-5.6],[0.9963828893001898],[-2.787125e-07],[0.003622514]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Mon Jun 03 23:17:44 2019, Mon Jun 03 23:18:47 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,2,-1,[0],No Error,"[1298.9, 1298.9]",[0.9983713004924903],[-5.5],[0.995748205351004],[-2.901249e-07],[0.004256894]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Tue Jun 04 00:08:26 2019, Tue Jun 04 00:09:30 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,2,-3,[0],No Error,"[1302.9, 1302.9]",[0.998760724625052],[-6.0],[0.9953698934481735],[-2.511984e-07],[0.004634428]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Tue Jun 04 00:25:25 2019, Tue Jun 04 00:26:28 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,2,2,[0],No Error,"[1303.6, 1303.6]",[0.9980039267221822],[-5.8],[0.9956178473948152],[-2.305046e-07],[0.004386544]
HY202103,D24,LION1,DCM_LMZO,"MZMOTE_LULAB_380_500, DCM_LMZO_ALIGN","Tue Jun 04 00:16:57 2019, Tue Jun 04 00:18:00 2019","Lumped MZ modulator test structure (i.e. modulator + input and output grating couplers), Reference or alignment waveguide",magdzi83,3,0,[0],No Error,"[1302.9, 1302.9]",[0.9985977662106833],[-5.8],[0.995803778867182],[-2.369815e-07],[0.004200758]
